gid	gname	t0	t5	t10	t15	t20	t25	t30	t35	t40	t45	t50	t55	t60	t65	t70	t75	t80	t85	t90	t95	t100	t105	t110	t115	t120
YAR071W	PHO11	-1.212	-0.5112	-0.06861	0.1377	0.008077	-0.3699	-0.6936	-0.8266	-0.822	-0.6619	-0.2918	0.1585	0.4305	0.4105	0.2201	-0.04638	-0.402	-0.8119	-1.11	-1.224	-1.19	-1.01	-0.6917	-0.2525	0.2954
YAR073W		-0.3437	-0.2132	-0.08474	0.04271	0.1759	0.315	0.4509	0.5861	0.7051	0.7714	0.7682	0.708	0.598	0.4163	0.187	-0.01428	-0.1259	-0.1768	-0.2269	-0.3245	-0.4263	-0.4547	-0.3862	-0.2366	0.01241
YAR075W		-0.1882	-0.09102	0.002355	0.09186	0.1782	0.2616	0.3416	0.4379	0.5338	0.5738	0.5179	0.3924	0.2405	0.06776	-0.1175	-0.268	-0.3665	-0.4264	-0.4468	-0.4227	-0.3653	-0.2972	-0.2252	-0.141	-0.04462
YBL001C	ECM15	0.1404	0.1164	0.1362	0.1899	0.3033	0.4473	0.529	0.4956	0.3841	0.2363	0.04905	-0.1553	-0.2969	-0.3267	-0.2756	-0.1839	-0.07101	0.04643	0.1328	0.189	0.2263	0.2247	0.179	0.09093	-0.049
YBL002W	HTB2	-2.955	-2.526	-1.963	-1.321	-0.4982	0.3778	0.9046	0.8381	0.3829	-0.1907	-0.8898	-1.662	-2.149	-2.12	-1.72	-1.159	-0.4601	0.2646	0.6749	0.6139	0.3133	0.0167	-0.2078	-0.4427	-0.6708
YBL003C	HTA2	-3.374	-2.965	-2.395	-1.722	-0.8302	0.1468	0.7719	0.8034	0.4397	-0.09611	-0.86	-1.759	-2.346	-2.352	-1.951	-1.356	-0.5797	0.2331	0.6727	0.547	0.1413	-0.2373	-0.5018	-0.7522	-0.9624
YBL004W		0.02111	-0.1718	-0.3262	-0.4372	-0.493	-0.4892	-0.4328	-0.2999	-0.1293	-0.0219	-0.04542	-0.1497	-0.259	-0.3488	-0.422	-0.4437	-0.3996	-0.3249	-0.2594	-0.2116	-0.1731	-0.158	-0.1686	-0.1984	-0.2481
YBL005W	PDR3	0.19	0.1859	0.1645	0.1341	0.0889	0.04448	0.04113	0.1091	0.2093	0.2776	0.2773	0.2349	0.1817	0.1338	0.09292	0.0684	0.05024	0.04053	0.0667	0.1627	0.2946	0.3885	0.42	0.4062	0.3352
YBL005W-A		-0.4946	-0.1731	0.1187	0.3627	0.5759	0.7463	0.8135	0.7499	0.6073	0.4443	0.2416	0.02098	-0.09722	0.00417	0.2305	0.3843	0.4124	0.3438	0.1044	-0.4436	-1.187	-1.825	-2.254	-2.538	-2.623
YBL005W-B		1.204	1.244	1.238	1.189	1.069	0.8986	0.7532	0.6848	0.6657	0.6501	0.5967	0.5132	0.4278	0.3776	0.3622	0.3537	0.3835	0.413	0.3094	-0.04703	-0.5017	-0.7763	-0.7904	-0.6227	-0.2331
YBL007C	SLA1	0.1652	0.1518	0.122	0.08224	0.02789	-0.0318	-0.06946	-0.07275	-0.05507	-0.02777	0.01839	0.0775	0.1155	0.1093	0.07246	0.02631	0.0005697	-0.02354	-0.0976	-0.2851	-0.5091	-0.6102	-0.5398	-0.3396	0.01407
YBL008W	HIR1	-0.1991	-0.1141	-0.01887	0.07329	0.1641	0.2372	0.2521	0.1897	0.09526	0.02507	-0.00952	-0.03142	-0.03571	-0.0103	0.03529	0.0736	0.08717	0.0834	0.07222	0.06451	0.06161	0.05904	0.05275	0.04018	0.01906
YBL009W		-0.7139	-0.3997	-0.09304	0.1865	0.4406	0.6413	0.7248	0.6621	0.5134	0.3491	0.1641	-0.03485	-0.1605	-0.1539	-0.05734	0.06448	0.2034	0.3449	0.4145	0.3763	0.2763	0.1632	0.05096	-0.07406	-0.204
YBL010C		0.08549	0.1237	0.1614	0.1967	0.2239	0.2368	0.2328	0.2268	0.2147	0.1653	0.04865	-0.08544	-0.1479	-0.0744	0.07141	0.1871	0.2094	0.181	0.1579	0.1674	0.1821	0.1757	0.1414	0.08566	0.002442
YBL011W	SCT1	-0.8516	-0.6811	-0.5364	-0.4173	-0.3239	-0.2557	-0.2102	-0.191	-0.1936	-0.2031	-0.2226	-0.2497	-0.2619	-0.2395	-0.1926	-0.1439	-0.1207	-0.122	-0.1277	-0.1152	-0.09114	-0.0796	-0.08908	-0.1193	-0.1811
YBL012C		-0.1487	-0.1637	-0.1491	-0.1156	-0.0581	0.00942	0.04811	0.04723	0.02824	0.0006068	-0.04838	-0.1086	-0.1362	-0.09745	-0.0227	0.03526	0.05834	0.05704	0.02156	-0.0612	-0.162	-0.2271	-0.2439	-0.2312	-0.1827
YBL013W		-0.2524	-0.303	-0.3132	-0.2908	-0.2192	-0.1179	-0.04905	-0.0341	-0.04253	-0.05862	-0.08241	-0.1107	-0.1229	-0.1045	-0.07069	-0.04517	-0.04502	-0.06435	-0.0926	-0.1239	-0.1638	-0.2185	-0.2889	-0.3716	-0.4666
YBL014C	RRN6	-0.2482	-0.3759	-0.4494	-0.4704	-0.4119	-0.2926	-0.1834	-0.1099	-0.06094	-0.05253	-0.09989	-0.1825	-0.2626	-0.3182	-0.3512	-0.3605	-0.3569	-0.3493	-0.3335	-0.2934	-0.2345	-0.1855	-0.1581	-0.1519	-0.1774
YBL015W	ACH1	-0.1294	0.05868	0.1987	0.2941	0.3446	0.3565	0.3433	0.2927	0.2099	0.1347	0.08764	0.06622	0.07511	0.1165	0.1698	0.2055	0.1969	0.1671	0.16	0.2039	0.2713	0.3228	0.346	0.3473	0.3154
YBL016W	FUS3	1.273	0.4331	-0.1756	-0.5771	-0.7102	-0.6362	-0.5636	-0.5778	-0.6163	-0.665	-0.7241	-0.7758	-0.7797	-0.7109	-0.6026	-0.5016	-0.4208	-0.3554	-0.3248	-0.3455	-0.3819	-0.3755	-0.3107	-0.2082	-0.06325
YBL017C	PEP1	0.6679	0.5131	0.3672	0.2381	0.1336	0.06107	0.02752	0.03729	0.06306	0.06444	0.02183	-0.0379	-0.08542	-0.1072	-0.1108	-0.09892	-0.07627	-0.04961	-0.02432	0.009618	0.05686	0.1041	0.1446	0.1761	0.1919
YBL018C	POP8	0.1683	0.1923	0.2014	0.2046	0.2148	0.2378	0.2718	0.3007	0.3028	0.268	0.1827	0.07731	0.007198	-0.01167	-0.007089	0.01088	0.0318	0.06611	0.135	0.2741	0.444	0.5532	0.5742	0.532	0.4142
YBL019W	APN2	-0.0616	0.01325	0.0646	0.09072	0.08107	0.04238	-0.001176	-0.03723	-0.06463	-0.07601	-0.07096	-0.05729	-0.03997	-0.01925	0.003543	0.02181	0.0258	0.02481	0.04081	0.09102	0.1509	0.1799	0.1669	0.1242	0.04648
YBL020W	RFT1	-0.3866	-0.2035	-0.04139	0.09197	0.1966	0.2638	0.2725	0.2002	0.08026	-0.02457	-0.1019	-0.1674	-0.2004	-0.1814	-0.1269	-0.07007	-0.009142	0.05095	0.06701	0.01186	-0.07847	-0.1525	-0.1939	-0.2136	-0.2009
YBL022C	PIM1	0.219	0.05097	-0.06845	-0.1451	-0.1739	-0.1651	-0.1475	-0.1237	-0.08619	-0.04826	-0.01605	0.01201	0.03403	0.04396	0.04146	0.03328	0.01556	-0.003908	-0.0008925	0.04109	0.1074	0.1757	0.2384	0.3005	0.3582
YBL023C	MCM2	-0.3256	0.04168	0.2498	0.3132	0.1577	-0.1606	-0.4309	-0.552	-0.5606	-0.4526	-0.185	0.1614	0.4047	0.4551	0.3812	0.2395	0.0305	-0.2134	-0.3885	-0.4582	-0.4612	-0.4068	-0.2977	-0.1319	0.08865
YBL024W	NCL1	-0.5132	-0.528	-0.5573	-0.5918	-0.6386	-0.6787	-0.664	-0.5471	-0.3788	-0.2578	-0.2396	-0.2768	-0.3132	-0.3226	-0.3265	-0.3398	-0.3971	-0.4722	-0.4892	-0.3962	-0.2592	-0.1784	-0.1826	-0.2433	-0.3746
YBL026W	LSM2	0.07883	-0.01464	-0.07325	-0.09609	-0.06552	0.007001	0.07866	0.1244	0.1472	0.1461	0.1223	0.0873	0.05572	0.02215	-0.01704	-0.04458	-0.04039	-0.007507	0.0366	0.09017	0.1421	0.1607	0.1385	0.09204	0.0259
YBL027W	RPL19B	0.1912	0.1169	0.05153	-0.004852	-0.05687	-0.1016	-0.1279	-0.1221	-0.09481	-0.07073	-0.06067	-0.05866	-0.06413	-0.07518	-0.0877	-0.09781	-0.1092	-0.1183	-0.1104	-0.07709	-0.03251	0.003933	0.02736	0.04395	0.05092
YBL028C		0.1609	-0.1149	-0.3057	-0.4114	-0.3999	-0.2922	-0.1677	-0.04315	0.07383	0.1177	0.05245	-0.07015	-0.1842	-0.2703	-0.3382	-0.3662	-0.3415	-0.2865	-0.2318	-0.1864	-0.1434	-0.1093	-0.08674	-0.0748	-0.07522
YBL029W		0.1676	0.1458	0.1187	0.09078	0.06463	0.04402	0.03556	0.04379	0.05801	0.0619	0.04681	0.02334	0.00403	-0.004708	-0.004405	0.005548	0.0193	0.03104	0.04147	0.05398	0.06829	0.07951	0.08549	0.08491	0.07417
YBL030C	PET9	0.04417	0.1442	0.2438	0.3341	0.4061	0.4573	0.4885	0.5027	0.5093	0.5184	0.5248	0.5263	0.5376	0.569	0.6091	0.6409	0.6683	0.6882	0.6723	0.6031	0.51	0.4361	0.3937	0.3707	0.3733
YBL031W	SHE1	-0.5618	-0.2887	-0.02699	0.2064	0.4083	0.5612	0.6259	0.583	0.4802	0.3799	0.278	0.1635	0.08859	0.09158	0.154	0.2428	0.3591	0.4777	0.5267	0.4704	0.3602	0.2542	0.1685	0.08392	0.005316
YBL032W		-0.6844	-0.8524	-0.9235	-0.8973	-0.7244	-0.4345	-0.1459	0.0885	0.2725	0.3722	0.3747	0.3141	0.2271	0.1	-0.0474	-0.1287	-0.08281	0.03627	0.1424	0.1942	0.2169	0.2242	0.2216	0.2109	0.1991
YBL033C	RIB1	0.1605	0.1472	0.1296	0.1098	0.08144	0.04872	0.02894	0.03291	0.05105	0.07007	0.08696	0.1031	0.1116	0.1053	0.08733	0.06695	0.04877	0.03422	0.02787	0.03673	0.06098	0.09489	0.1343	0.1776	0.2228
YBL034C	STU1	-0.1765	0.0155	0.1828	0.3147	0.3977	0.4238	0.3902	0.2913	0.1553	0.0306	-0.07444	-0.1592	-0.1871	-0.1247	-0.01076	0.08282	0.1305	0.1559	0.1611	0.1423	0.1043	0.06286	0.02258	-0.02091	-0.06546
YBL035C	POL12	-0.6059	0.1237	0.6549	0.9835	1.038	0.8485	0.5598	0.2086	-0.1799	-0.4773	-0.6411	-0.6884	-0.5797	-0.2392	0.2093	0.5063	0.5224	0.3839	0.2155	0.05718	-0.1065	-0.2338	-0.3135	-0.3606	-0.3732
YBL036C		0.2336	0.3109	0.3381	0.3221	0.2395	0.1133	0.01978	0.001104	0.03149	0.08555	0.1598	0.2381	0.276	0.2401	0.1621	0.0954	0.06709	0.0599	0.06054	0.06639	0.07735	0.08389	0.08331	0.07899	0.0705
YBL037W	APL3	0.1812	0.2124	0.2323	0.2408	0.2375	0.2246	0.2065	0.1813	0.1539	0.1385	0.1392	0.1415	0.1319	0.1019	0.06617	0.04596	0.05632	0.08474	0.1112	0.1283	0.1376	0.1331	0.1138	0.08332	0.04315
YBL038W	MRPL16	-0.1952	-0.2146	-0.2133	-0.1928	-0.1393	-0.06225	0.001385	0.02523	0.02332	0.01953	0.02769	0.05058	0.09546	0.1645	0.234	0.2723	0.2667	0.2347	0.1894	0.1311	0.07143	0.03991	0.04432	0.07514	0.1362
YBL039C	URA7	0.05297	-0.05583	-0.1359	-0.1858	-0.1975	-0.1703	-0.1134	-0.009657	0.1152	0.1881	0.1626	0.07073	-0.04224	-0.1659	-0.2861	-0.3526	-0.329	-0.2564	-0.2005	-0.187	-0.1917	-0.2049	-0.2247	-0.2536	-0.2882
YBL040C	ERD2	0.156	0.1014	0.07053	0.05878	0.07259	0.09981	0.1081	0.08323	0.04248	0.0009658	-0.03587	-0.06572	-0.07813	-0.0648	-0.03369	0.001211	0.03014	0.05361	0.073	0.08568	0.08883	0.08359	0.07226	0.05578	0.03323
YBL041W	PRE7	0.1484	0.02066	-0.07527	-0.1393	-0.1605	-0.144	-0.1134	-0.08129	-0.05081	-0.03152	-0.02066	-0.006455	0.01506	0.03776	0.04966	0.04592	0.02418	-0.005275	-0.02836	-0.04204	-0.05402	-0.06629	-0.07724	-0.08384	-0.08594
YBL043W	ECM13	-0.2651	-0.3507	-0.4125	-0.4494	-0.4567	-0.439	-0.4099	-0.369	-0.3252	-0.3065	-0.328	-0.3694	-0.4057	-0.4251	-0.4372	-0.4491	-0.4606	-0.4693	-0.4783	-0.4883	-0.4978	-0.5075	-0.5172	-0.5237	-0.5235
YBL045C	COR1	0.08306	0.1579	0.211	0.2446	0.2518	0.2356	0.2136	0.1835	0.1557	0.1663	0.2552	0.3962	0.5262	0.6168	0.6745	0.6887	0.6649	0.614	0.5333	0.3969	0.2448	0.1729	0.2085	0.3231	0.5289
YBL046W		-0.3215	-0.1197	0.04075	0.1553	0.2085	0.2047	0.1685	0.1065	0.03519	-0.006735	-0.0001945	0.03123	0.06236	0.08302	0.09486	0.0904	0.05882	0.01683	-0.001659	0.02287	0.06595	0.09548	0.1014	0.09127	0.05937
YBL047C		0.2611	0.2568	0.2408	0.2124	0.1679	0.1058	0.02946	-0.06621	-0.1628	-0.2216	-0.2181	-0.1791	-0.1427	-0.1215	-0.1046	-0.09538	-0.09794	-0.1095	-0.1236	-0.1375	-0.1481	-0.1476	-0.1346	-0.1116	-0.07743
YBL049W		0.126	0.1352	0.1237	0.09595	0.04283	-0.02646	-0.07998	-0.1	-0.09823	-0.08665	-0.05315	-0.002177	0.02935	0.01469	-0.02917	-0.07358	-0.08786	-0.08128	-0.08515	-0.1305	-0.2009	-0.2567	-0.2863	-0.2989	-0.2868
YBL050W	SEC17	0.09561	0.09251	0.05523	-0.007793	-0.1171	-0.2509	-0.3375	-0.3379	-0.2863	-0.2207	-0.1462	-0.05941	0.01575	0.07412	0.1132	0.1126	0.04474	-0.06033	-0.1363	-0.1542	-0.138	-0.1003	-0.04569	0.02705	0.1131
YBL051C		-0.04735	0.03711	0.1128	0.1791	0.2429	0.297	0.3197	0.284	0.2145	0.1675	0.1771	0.2142	0.241	0.2406	0.2278	0.2128	0.2149	0.2186	0.1816	0.06786	-0.07091	-0.1462	-0.1335	-0.05978	0.08658
YBL052C	SAS3	-0.0617	-0.3314	-0.4774	-0.5167	-0.409	-0.1976	-0.02423	0.05761	0.09391	0.09252	0.04176	-0.05015	-0.1455	-0.241	-0.3242	-0.3435	-0.2381	-0.0708	0.02463	-0.03481	-0.1789	-0.3117	-0.4007	-0.4639	-0.4805
YBL053W		-0.4691	-0.6191	-0.6868	-0.6818	-0.5698	-0.3826	-0.2285	-0.1463	-0.1067	-0.1153	-0.1922	-0.3127	-0.4159	-0.4654	-0.4714	-0.4418	-0.3903	-0.3363	-0.2964	-0.2655	-0.2364	-0.2235	-0.2336	-0.2701	-0.3418
YBL054W		-0.08874	-0.2984	-0.4098	-0.4452	-0.3856	-0.2638	-0.1804	-0.1628	-0.1633	-0.17	-0.2044	-0.2775	-0.3622	-0.441	-0.4998	-0.5165	-0.4664	-0.3845	-0.3382	-0.3626	-0.4253	-0.4923	-0.5537	-0.6171	-0.6739
YBL055C		0.08878	-0.04918	-0.1614	-0.2477	-0.3004	-0.32	-0.3177	-0.3013	-0.2768	-0.2534	-0.236	-0.2261	-0.2277	-0.2354	-0.2378	-0.2295	-0.2184	-0.2079	-0.1862	-0.1392	-0.08166	-0.04502	-0.03869	-0.05607	-0.1044
YBL056W	PTC3	-0.006897	-0.06012	-0.09423	-0.1102	-0.09807	-0.06473	-0.03635	-0.02933	-0.03266	-0.0314	-0.01966	-0.008161	-0.00682	-0.02282	-0.0463	-0.06164	-0.0575	-0.04165	-0.02714	-0.008649	0.01462	0.02282	0.008672	-0.02325	-0.07504
YBL057C		0.08463	0.0616	0.03968	0.01936	-0.005908	-0.03342	-0.04881	-0.04813	-0.03624	-0.01203	0.0379	0.1008	0.1385	0.1294	0.09723	0.07177	0.0651	0.07258	0.09898	0.1515	0.2142	0.2571	0.271	0.2625	0.2254
YBL058W	SHP1	0.0782	-0.000814	-0.07118	-0.1337	-0.2006	-0.2668	-0.3074	-0.3015	-0.2567	-0.1909	-0.1017	0.002055	0.08528	0.1304	0.1438	0.126	0.07754	0.01383	-0.04155	-0.08659	-0.1203	-0.1207	-0.08187	-0.009972	0.09924
YBL059W		0.1286	0.1305	0.1323	0.132	0.1203	0.1007	0.09086	0.1114	0.1448	0.1511	0.0987	0.01789	-0.03827	-0.04073	-0.01197	0.0237	0.04894	0.05659	0.03767	-0.01409	-0.06961	-0.08488	-0.0479	0.02172	0.1207
YBL060W		-0.01543	-0.05513	-0.07073	-0.06941	-0.0568	-0.03866	-0.02232	0.00417	0.03993	0.05844	0.03606	-0.008566	-0.03858	-0.03144	-0.008415	0.001644	-0.02915	-0.07277	-0.07414	0.003962	0.1164	0.1948	0.219	0.2074	0.1499
YBL061C	SKT5	0.03039	-0.02124	-0.05475	-0.07724	-0.07746	-0.06646	-0.08482	-0.1635	-0.2712	-0.3554	-0.4017	-0.4187	-0.3887	-0.2871	-0.1525	-0.06144	-0.03425	-0.04783	-0.1139	-0.2664	-0.465	-0.6101	-0.6695	-0.665	-0.5786
YBL062W		-0.02019	-0.07793	-0.1071	-0.1209	-0.1188	-0.1127	-0.1353	-0.193	-0.2632	-0.3355	-0.442	-0.5621	-0.6069	-0.4994	-0.3078	-0.1601	-0.146	-0.2178	-0.2983	-0.34	-0.3563	-0.3607	-0.359	-0.3543	-0.3568
YBL063W	KIP1	-0.1254	-0.2008	-0.1798	-0.08806	0.1147	0.376	0.5306	0.4906	0.3388	0.1668	-0.0285	-0.2409	-0.3645	-0.3268	-0.1909	-0.05449	0.04316	0.1149	0.1408	0.1221	0.08052	0.02707	-0.03775	-0.1185	-0.2121
YBL064C		0.7344	0.6025	0.4818	0.3746	0.2703	0.1719	0.1014	0.06802	0.06357	0.08452	0.1534	0.2674	0.3854	0.4853	0.5543	0.5653	0.5009	0.407	0.3507	0.3536	0.3842	0.4305	0.4895	0.5667	0.6627
YBL066C	SEF1	-0.03958	0.02851	0.07192	0.09247	0.07977	0.04364	0.01622	0.01574	0.03489	0.06754	0.1147	0.1656	0.1961	0.1981	0.1843	0.1615	0.1376	0.1089	0.06594	-0.01894	-0.1273	-0.1995	-0.2149	-0.1846	-0.09695
YBL067C	UBP13	0.196	0.1803	0.1364	0.07227	-0.02843	-0.143	-0.2048	-0.1725	-0.08994	-0.01838	0.01739	0.02843	0.00714	-0.06247	-0.1597	-0.2372	-0.268	-0.2656	-0.2429	-0.2049	-0.1586	-0.1206	-0.09451	-0.0722	-0.05239
YBL068W	PRS4	0.2022	0.1036	0.00658	-0.08244	-0.1645	-0.2292	-0.2527	-0.2194	-0.1546	-0.09573	-0.0428	0.007074	0.0209	-0.03302	-0.1289	-0.2137	-0.2679	-0.2969	-0.2839	-0.2199	-0.1339	-0.06699	-0.03058	-0.01291	-0.02001
YBL069W	AST1	-0.2806	-0.4299	-0.5171	-0.5447	-0.4907	-0.3731	-0.2541	-0.1462	-0.04289	0.02232	0.03826	0.01096	-0.06725	-0.2299	-0.4243	-0.5286	-0.4617	-0.3025	-0.1693	-0.1144	-0.1141	-0.1729	-0.2906	-0.4606	-0.6782
YBL070C		-0.4193	-0.4939	-0.5143	-0.4857	-0.3781	-0.2103	-0.05919	0.03711	0.08974	0.09529	0.04157	-0.05669	-0.1625	-0.2711	-0.3737	-0.4274	-0.3897	-0.2991	-0.2352	-0.2361	-0.2873	-0.3891	-0.5348	-0.7106	-0.9064
YBL071C		0.5735	0.3371	0.1819	0.09991	0.1112	0.1947	0.2808	0.3497	0.4145	0.4541	0.4579	0.4268	0.3569	0.2359	0.1006	0.02047	0.01601	0.05359	0.1218	0.2421	0.3898	0.4841	0.499	0.4507	0.322
YBL072C	RPS8A	0.04011	0.07924	0.08924	0.07476	0.02319	-0.05005	-0.09832	-0.09634	-0.06425	-0.02349	0.02275	0.07143	0.1013	0.0978	0.07747	0.06599	0.09213	0.1331	0.1375	0.06488	-0.03453	-0.07702	-0.04	0.05007	0.2033
YBL074C	AAR2	-0.2687	-0.252	-0.2259	-0.1925	-0.1433	-0.08397	-0.03804	-0.008306	0.01965	0.04834	0.07645	0.08852	0.0658	-0.008398	-0.1013	-0.1574	-0.1485	-0.1198	-0.126	-0.2077	-0.323	-0.4029	-0.4243	-0.4049	-0.3367
YBL075C	SSA3	0.06878	0.07129	0.07984	0.09395	0.1154	0.1411	0.1631	0.1818	0.1941	0.187	0.1516	0.09873	0.04613	-0.007238	-0.05949	-0.08869	-0.08254	-0.05391	-0.01862	0.02229	0.0691	0.108	0.1356	0.1568	0.1701
YBL076C	ILS1	-0.1748	-0.08807	-0.02914	0.001828	-0.003647	-0.03514	-0.06447	-0.08821	-0.1085	-0.1055	-0.0788	-0.05018	-0.03338	-0.02768	-0.02556	-0.03052	0.01109	0.06662	0.003109	-0.2922	-0.6892	-0.9563	-1.023	-0.944	-0.6744
YBL077W		0.1017	0.08251	0.06408	0.04825	0.03923	0.03874	0.04489	0.05634	0.06827	0.07353	0.06705	0.05147	0.03121	-0.002306	-0.0447	-0.0721	-0.07304	-0.04963	0.001648	0.09767	0.2027	0.2411	0.1924	0.08348	-0.0899
YBL079W	NUP170	0.0176	-0.1611	-0.2837	-0.3481	-0.332	-0.2496	-0.1536	-0.057	0.04029	0.1045	0.1259	0.1208	0.09481	0.03159	-0.05258	-0.1032	-0.0831	-0.028	0.006806	-0.008365	-0.04267	-0.06055	-0.05161	-0.02489	0.02604
YBL080C	PET112	-0.2647	-0.2061	-0.1462	-0.09097	-0.04818	-0.02051	-0.006074	0.001893	0.007229	0.007413	-0.005667	-0.02831	-0.04533	-0.04394	-0.03189	-0.02476	-0.03299	-0.04695	-0.05213	-0.04298	-0.02825	-0.01497	-0.004401	0.006495	0.01721
YBL081W		-0.4636	-0.4095	-0.3328	-0.243	-0.1217	0.008702	0.07749	0.04267	-0.04828	-0.1318	-0.1816	-0.2152	-0.2347	-0.2411	-0.2356	-0.2208	-0.1957	-0.1722	-0.1711	-0.2037	-0.2481	-0.2765	-0.2824	-0.2777	-0.262
YBL082C	RHK1	-0.5643	-0.4227	-0.2854	-0.1542	-0.02199	0.1041	0.2014	0.2636	0.296	0.2934	0.2443	0.161	0.07379	-0.02168	-0.1176	-0.1655	-0.1231	-0.03214	0.02925	0.01882	-0.02575	-0.06267	-0.07808	-0.07845	-0.0525
YBL083C		-0.1848	-0.2935	-0.328	-0.2973	-0.1702	0.02094	0.172	0.2347	0.2418	0.2109	0.1475	0.06236	-0.01914	-0.1036	-0.1882	-0.2337	-0.2229	-0.1773	-0.1159	-0.02882	0.07317	0.1401	0.1566	0.1356	0.06937
YBL084C	CDC27	-0.0579	-0.06258	-0.06534	-0.06308	-0.05183	-0.03233	-0.008521	0.02004	0.0498	0.07082	0.08825	0.1008	0.08901	0.02756	-0.0604	-0.1219	-0.122	-0.08508	-0.047	-0.03139	-0.02647	-0.01513	0.009263	0.04548	0.09888
YBL085W	BOI1	-0.6129	-0.5293	-0.4213	-0.301	-0.1599	-0.01632	0.07639	0.1052	0.09622	0.05468	-0.04733	-0.1839	-0.2689	-0.2508	-0.1722	-0.08793	-0.01229	0.05514	0.08152	0.0463	-0.03076	-0.122	-0.2178	-0.3223	-0.4278
YBL086C		-0.3507	-0.1391	0.02721	0.1426	0.184	0.1567	0.09764	0.02038	-0.06587	-0.1304	-0.1746	-0.2037	-0.1934	-0.1109	0.0124	0.1037	0.1203	0.08931	0.04232	-0.004616	-0.05198	-0.09286	-0.1262	-0.1584	-0.194
YBL087C	RPL23A	0.01872	-0.0276	-0.06059	-0.08273	-0.09627	-0.1026	-0.1027	-0.09152	-0.06922	-0.0454	-0.02381	-0.003203	0.0144	0.02969	0.03949	0.03597	0.01268	-0.0228	-0.05723	-0.08353	-0.09855	-0.09489	-0.07255	-0.03703	0.01071
YBL088C	TEL1	0.1218	0.07519	0.03468	0.00249	-0.02426	-0.04182	-0.03806	0.002357	0.06175	0.1028	0.1044	0.08168	0.05165	0.01668	-0.01808	-0.03149	-0.00581	0.04182	0.08016	0.09621	0.09848	0.08812	0.06559	0.03181	-0.0114
YBL089W		0.1247	0.1206	0.1045	0.08068	0.04124	-0.005453	-0.03058	-0.01083	0.03331	0.06496	0.06394	0.04499	0.0236	0.005005	-0.01122	-0.01808	-0.02674	-0.03721	-0.02577	0.03347	0.1139	0.1606	0.1584	0.1238	0.04879
YBL090W	MRP21	-0.02663	-0.1306	-0.1981	-0.2319	-0.2251	-0.1869	-0.1444	-0.1088	-0.07495	-0.04492	-0.0125	0.02652	0.067	0.1046	0.1267	0.116	0.04587	-0.04676	-0.0838	-0.01316	0.1136	0.2189	0.2772	0.3066	0.2951
YBL091C	MAP2	-0.004305	-0.02895	-0.05392	-0.07963	-0.1085	-0.1382	-0.1625	-0.182	-0.1911	-0.1738	-0.1129	-0.03312	0.01864	0.01125	-0.03116	-0.07279	-0.1037	-0.124	-0.113	-0.05205	0.03458	0.1029	0.14	0.1591	0.1556
YBL092W	RPL32	0.09597	0.02082	-0.03814	-0.08174	-0.1055	-0.1091	-0.1	-0.08537	-0.06248	-0.02378	0.04557	0.1282	0.1836	0.1734	0.1235	0.08876	0.1014	0.1303	0.136	0.08264	0.01051	-0.006082	0.05531	0.1711	0.3467
YBL093C	ROX3	-0.07578	-0.1327	-0.1856	-0.2337	-0.2865	-0.34	-0.3737	-0.3643	-0.3284	-0.3055	-0.3133	-0.3353	-0.359	-0.3743	-0.3824	-0.3869	-0.3934	-0.4054	-0.424	-0.4498	-0.4702	-0.4673	-0.4383	-0.3935	-0.3352
YBL096C		0.5372	0.4223	0.3376	0.2811	0.2639	0.2792	0.2979	0.3113	0.3228	0.321	0.2947	0.2519	0.21	0.1765	0.1497	0.1326	0.1261	0.1305	0.1489	0.1835	0.2168	0.2217	0.1919	0.1402	0.06776
YBL097W	BRN1	-0.2092	-0.1699	-0.135	-0.1062	-0.08662	-0.07577	-0.06955	-0.06462	-0.06359	-0.07127	-0.09524	-0.1288	-0.1554	-0.1644	-0.1628	-0.1603	-0.1738	-0.1912	-0.179	-0.1101	-0.01549	0.05155	0.07472	0.06657	0.0172
YBL098W		0.001532	0.1136	0.1859	0.2259	0.2185	0.1811	0.1695	0.2179	0.2964	0.365	0.41	0.4384	0.4404	0.4053	0.349	0.3016	0.2729	0.2573	0.262	0.2966	0.3534	0.4133	0.4692	0.5235	0.5725
YBL099W	ATP1	-0.2675	-0.08123	0.06391	0.1679	0.226	0.2414	0.2256	0.1712	0.09544	0.04725	0.05194	0.08975	0.1419	0.2056	0.2703	0.306	0.2823	0.2265	0.1952	0.2147	0.2526	0.2764	0.2801	0.2759	0.2592
YBL100C		-0.817	-0.3935	-0.07631	0.1452	0.2713	0.3222	0.3383	0.3046	0.2305	0.1938	0.24	0.3321	0.4229	0.488	0.5288	0.5369	0.5123	0.4455	0.3149	0.08655	-0.1719	-0.3296	-0.3456	-0.257	-0.05047
YBL101C	ECM21	0.6922	0.5465	0.4155	0.3005	0.2012	0.1183	0.05437	0.0112	-0.01028	-0.008369	0.02524	0.07759	0.1184	0.1326	0.1303	0.1195	0.09987	0.07482	0.05777	0.05001	0.05005	0.06705	0.1041	0.1594	0.2346
YBL101W-A		0.2388	0.5253	0.7598	0.9357	1.073	1.172	1.197	1.122	0.976	0.8039	0.584	0.3388	0.181	0.2091	0.3488	0.4539	0.4853	0.4507	0.2736	-0.1511	-0.7201	-1.198	-1.507	-1.705	-1.754
